continent,country_name,iso3c,taxa,year,n_by_country_taxa,n_by_country,centroid_lon,centroid_lat
Europe,Croatia,HRV,Amphibian,2000,2,26,15.5,45.1666666667
Europe,Slovakia,SVK,Fish,2000,5,42,19.5,48.6666666667
Americas,Uruguay,URY,Mammal,2000,23,46,-56.012,-32.8
Oceania,Guam,GUM,Mammal,2000,6,19,144.707,13.385
Americas,Guyana,GUY,Amphibian,2000,22,836,-59,5
Asia,Lebanon,LBN,Bird,2000,2,6,35.8333333333,33.8333333333
Europe,Finland,FIN,Insect,2000,2,214,26.272,64.504
Americas,Nicaragua,NIC,Shell,2000,51,600,-85,13
Europe,Denmark,DNK,Bird,2000,16,178,10,56
Europe,Lithuania,LTU,Fish,2000,7,16,24,56
Europe,Liechtenstein,LIE,Fish,2000,1,1,9.555,47.153
Asia,Maldives,MDV,Other,2000,5,20,73,3.25
Americas,Peru,PER,Reptile,2000,52,1009,-75.552,-9.326
Americas,Peru,PER,Amphibian,2000,20,1009,-75.552,-9.326
Americas,Peru,PER,Other,2000,6,1009,-75.552,-9.326
Asia,Japan,JPN,Other,2000,22,1159,138,36
Asia,Turkmenistan,TKM,Mammal,2000,13,14,59.384,39.122
Africa,Madagascar,MDG,Amphibian,2000,246,741,47,-20
Africa,Madagascar,MDG,Reptile,2000,369,741,47,-20
Africa,Madagascar,MDG,Other,2000,20,741,47,-20
Africa,Kenya,KEN,Shell,2000,25,321,37.858,0.53
Africa,Togo,TGO,Insect,2000,16,514,1.081,8.799
Americas,Paraguay,PRY,Reptile,2000,53,200,-58,-23
Americas,Paraguay,PRY,Bird,2000,54,200,-58,-23
Europe,Belgium,BEL,Shell,2000,5,416,4.664,50.643
Americas,Venezuela,VEN,Reptile,2000,9,34,-66.166,7.125
Americas,Chile,CHL,Amphibian,2000,22,127,-71,-30
Africa,Mozambique,MOZ,Spider,2000,3,83,37.923,-14.422
Europe,Denmark,DNK,Fish,2000,25,178,10,56
Americas,St. Kitts & Nevis,KNA,Mammal,2000,2,2,-62.75,17.3333333333
Americas,Cuba,CUB,Insect,2000,2,30,-80,21.5
Americas,Bahamas,BHS,Mammal,2000,9,246,-76,24.25
Asia,Israel,ISR,Mammal,2000,11,96,34.75,31.5
Asia,China,CHN,Insect,2000,20,3370,105,35
Asia,Macau SAR China,MAC,Shell,2000,67,77,113.55,22.1666666667
Europe,Netherlands,NLD,Reptile,2000,19,597,5.389,52.077
Europe,Bulgaria,BGR,Reptile,2000,13,48,25,43
Americas,Paraguay,PRY,Amphibian,2000,43,200,-58,-23
Americas,Paraguay,PRY,Spider,2000,7,200,-58,-23
Asia,Syria,SYR,Bird,2000,5,9,38,35
Oceania,Northern Mariana Islands,MNP,Shell,2000,13,17,145.623,15.005
Americas,Peru,PER,Mammal,2000,27,1009,-75.552,-9.326
Europe,France,FRA,Amphibian,2000,18,3143,2,46
Africa,Ghana,GHA,Plant,2000,2,504,-1.207,7.96
Europe,France,FRA,Crustacean,2000,17,3143,2,46
Europe,France,FRA,Insect,2000,26,3143,2,46
Europe,France,FRA,Other,2000,12,3143,2,46
Asia,Palestinian Territories,PSE,Fish,2000,1,1,35.278,32.037
Europe,United Kingdom,GBR,Annelid,2000,7,3104,-2,54
Europe,Spain,ESP,Insect,2000,10,3183,-3.649,40.227
Europe,Hungary,HUN,Fish,2000,5,65,20,47
Africa,Mauritania,MRT,Mammal,2000,5,5,-12,20
Europe,United Kingdom,GBR,Plant,2000,8,3104,-2,54
Europe,Spain,ESP,Shell,2000,15,3183,-3.649,40.227
Asia,Cambodia,KHM,Shell,2000,15,101,105,13
Oceania,Papua New Guinea,PNG,Mammal,2000,4,143,143.459,-5.949
Asia,Myanmar (Burma),MMR,Shell,2000,5,10,98,22
Africa,Cameroon,CMR,Fish,2000,3,383,12,6
Americas,Honduras,HND,Spider,2000,8,336,-86.5,15
Americas,Honduras,HND,Reptile,2000,101,336,-86.5,15
Americas,Peru,PER,Plant,2000,3,1009,-75.552,-9.326
Americas,Aruba,ABW,Reptile,2000,1,11,-69.9666666667,12.5
Asia,Iran,IRN,Shell,2000,2,22,53,32
Asia,Singapore,SGP,Shell,2000,49,1893,103.8,1.36666666667
Oceania,New Zealand,NZL,Amphibian,2000,4,1649,174,-41
Americas,Barbados,BRB,Fish,2000,3,6,-59.5333333333,13.1666666667
Europe,Italy,ITA,Other,2000,14,18826,10.44,44.931
Americas,Suriname,SUR,Reptile,2000,154,323,-55.912,4.127
Americas,Suriname,SUR,Amphibian,2000,84,323,-55.912,4.127
Americas,Canada,CAN,Spider,2000,23,28047,-95,60
Europe,Monaco,MCO,Mammal,2000,4,9,7.412,43.75
Asia,Japan,JPN,Bird,2000,48,1159,138,36
Africa,Gambia,GMB,Bird,2000,1,24,-15.386,13.453
Europe,Russia,RUS,Insect,2000,13,1218,100,60
Asia,Indonesia,IDN,Bird,2000,29,19401,114.252,-0.976
Americas,Dominican Republic,DOM,Other,2000,34,418,-70.6666666667,19
Americas,Costa Rica,CRI,Bird,2000,52,970,-83.946,9.971
Africa,Gambia,GMB,Mammal,2000,1,24,-15.386,13.453
Asia,Nepal,NPL,Shell,2000,16,34,83.939,28.253
Asia,Nepal,NPL,Mammal,2000,10,34,83.939,28.253
Asia,Nepal,NPL,Bird,2000,2,34,83.939,28.253
Africa,Mauritius,MUS,Shell,2000,6,76,57.583,-20.255
Europe,Germany,DEU,Insect,2000,37,1482,9,51
Europe,Germany,DEU,Crustacean,2000,18,1482,9,51
Oceania,New Caledonia,NCL,Other,2000,1,33,165.5,-21.5
Asia,Vietnam,VNM,Coral,2000,52,1703,105.314,21.491
Europe,Croatia,HRV,Shell,2000,4,26,15.5,45.1666666667
Europe,Sweden,SWE,Shell,2000,4,132,15,62
Africa,Kenya,KEN,Coral,2000,5,321,37.858,0.53
Asia,Bangladesh,BGD,Shell,2000,1,71,90,24
Oceania,Fiji,FJI,Crustacean,2000,3,6266,177.974,-17.819
Americas,Panama,PAN,Insect,2000,6,70,-80.92,8.384
Oceania,Niue,NIU,Shell,2000,1,1,-169.866666667,-19.0333333333
Asia,United Arab Emirates,ARE,Fish,2000,19,39,54,24
Americas,Costa Rica,CRI,Reptile,2000,14,970,-83.946,9.971
Asia,Jordan,JOR,Shell,2000,5,7,36,31
Americas,Chile,CHL,Fish,2000,8,127,-71,-30
Asia,Nepal,NPL,Coral,2000,5,34,83.939,28.253
Europe,Netherlands,NLD,Insect,2000,7,597,5.389,52.077
Europe,Romania,ROU,Fish,2000,28,44,25,46
Asia,China,CHN,Crustacean,2000,5,3370,105,35
Americas,Guyana,GUY,Spider,2000,17,836,-59,5
Americas,El Salvador,SLV,Fish,2000,2,251,-88.866,13.736
Africa,South Africa,ZAF,Plant,2000,3,17413,23.121,-30.558
Americas,Mexico,MEX,Plant,2000,1,5505,-102,23
Americas,Paraguay,PRY,Mammal,2000,19,200,-58,-23
Africa,Tanzania,TZA,Insect,2000,42,4434,35,-6
Oceania,Guam,GUM,Shell,2000,1,19,144.707,13.385
Americas,Dominican Republic,DOM,Bird,2000,1,418,-70.6666666667,19
Europe,Iceland,ISL,Mammal,2000,3,23,-18,65
Asia,Jordan,JOR,Fish,2000,1,7,36,31
Americas,Bahamas,BHS,Shell,2000,20,246,-76,24.25
Africa,Kenya,KEN,Plant,2000,1,321,37.858,0.53
Oceania,New Zealand,NZL,Spider,2000,5,1649,174,-41
Europe,United Kingdom,GBR,Amphibian,2000,26,3104,-2,54
Americas,Trinidad & Tobago,TTO,Shell,2000,6,515,-61,11
Americas,Guyana,GUY,Bird,2000,53,836,-59,5
Americas,Venezuela,VEN,Mammal,2000,1,34,-66.166,7.125
Oceania,New Zealand,NZL,Bird,2000,105,1649,174,-41
Americas,Chile,CHL,Insect,2000,11,127,-71,-30
Asia,Philippines,PHL,Insect,2000,304,15920,122,13
Africa,Nigeria,NGA,Spider,2000,3,648,8,10
Asia,Indonesia,IDN,Plant,2000,12,19401,114.252,-0.976
Europe,United Kingdom,GBR,Crustacean,2000,23,3104,-2,54
Americas,Brazil,BRA,Shell,2000,9,1102,-53.089,-10.772
Oceania,Papua New Guinea,PNG,Insect,2000,116,143,143.459,-5.949
Asia,Mongolia,MNG,Mammal,2000,156,180,105,46
Americas,Paraguay,PRY,Crustacean,2000,1,200,-58,-23
Africa,Mauritius,MUS,Fish,2000,1,76,57.583,-20.255
Africa,Zambia,ZMB,Reptile,2000,25,1063,30,-15
Americas,Peru,PER,Crustacean,2000,2,1009,-75.552,-9.326
Oceania,New Zealand,NZL,Insect,2000,15,1649,174,-41
Europe,Sweden,SWE,Insect,2000,9,132,15,62
Asia,Saudi Arabia,SAU,Bird,2000,20,196,44.585,24.023
Americas,Haiti,HTI,Coral,2000,22,1118,-72.4166666667,19
Europe,Spain,ESP,Plant,2000,1,3183,-3.649,40.227
Europe,Sweden,SWE,Reptile,2000,4,132,15,62
Oceania,Solomon Islands,SLB,Other,2000,36,1883,159,-8
Oceania,Australia,AUS,Insect,2000,22,1023,133,-27
Europe,Poland,POL,Mammal,2000,22,46,20,52
Asia,United Arab Emirates,ARE,Reptile,2000,7,39,54,24
Europe,Belarus,BLR,Fish,2000,2,5,28.047,53.54
Europe,Switzerland,CHE,Insect,2000,10,6063,7.908,46.861
Europe,Ireland,IRL,Amphibian,2000,3,34,-8,53
Oceania,Palau,PLW,Insect,2000,3,252,134.5,7.5
Americas,Honduras,HND,Amphibian,2000,13,336,-86.5,15
Americas,French Guiana,GUF,Amphibian,2000,1,2,-53.241,3.924
Americas,Argentina,ARG,Fish,2000,9,575,-65.167,-35.377
Asia,South Korea,KOR,Plant,2000,3,1202,128.103,36.504
Americas,Nicaragua,NIC,Insect,2000,6,600,-85,13
Americas,Bahamas,BHS,Reptile,2000,24,246,-76,24.25
Asia,Japan,JPN,Amphibian,2000,17,1159,138,36
Americas,Argentina,ARG,Other,2000,2,575,-65.167,-35.377
Americas,Chile,CHL,Other,2000,3,127,-71,-30
Asia,Japan,JPN,Insect,2000,17,1159,138,36
Asia,China,CHN,Spider,2000,7,3370,105,35
Europe,Poland,POL,Reptile,2000,1,46,20,52
Americas,Argentina,ARG,Bird,2000,67,575,-65.167,-35.377
Europe,Austria,AUT,Shell,2000,2,527,13.3333333333,47.3333333333
Asia,Kazakhstan,KAZ,Fish,2000,41,96,67.301,48.16
Africa,Nigeria,NGA,Mammal,2000,15,648,8,10
Americas,Brazil,BRA,Amphibian,2000,51,1102,-53.089,-10.772
Asia,Kuwait,KWT,Mammal,2000,2,5,47.376,29.476
Asia,Japan,JPN,Coral,2000,13,1159,138,36
Europe,Netherlands,NLD,Amphibian,2000,44,597,5.389,52.077
Oceania,Northern Mariana Islands,MNP,Fish,2000,1,17,145.623,15.005
Oceania,Northern Mariana Islands,MNP,Other,2000,1,17,145.623,15.005
Oceania,Northern Mariana Islands,MNP,Crustacean,2000,1,17,145.623,15.005
Americas,Uruguay,URY,Fish,2000,8,46,-56.012,-32.8
Africa,Kenya,KEN,Amphibian,2000,14,321,37.858,0.53
Oceania,New Caledonia,NCL,Crustacean,2000,2,33,165.5,-21.5
Africa,Senegal,SEN,Reptile,2000,7,8,-14.881,15.013
Europe,Denmark,DNK,Other,2000,1,178,10,56
Americas,Brazil,BRA,Mammal,2000,50,1102,-53.089,-10.772
Europe,Czechia,CZE,Shell,2000,8,172,15.338,49.743
Asia,Kyrgyzstan,KGZ,Mammal,2000,50,51,74.555,41.465
Africa,South Africa,ZAF,Shell,2000,16,17413,23.121,-30.558
Asia,Kuwait,KWT,Coral,2000,1,5,47.376,29.476
Americas,Dominican Republic,DOM,Mammal,2000,32,418,-70.6666666667,19
Americas,Peru,PER,Shell,2000,4,1009,-75.552,-9.326
Asia,Philippines,PHL,Spider,2000,6,15920,122,13
Oceania,Palau,PLW,Reptile,2000,15,252,134.5,7.5
Europe,Czechia,CZE,Reptile,2000,24,172,15.338,49.743
Oceania,Fiji,FJI,Plant,2000,1,6266,177.974,-17.819
Africa,Congo - Brazzaville,COG,Insect,2000,5,109,15,-1
Americas,Brazil,BRA,Bird,2000,34,1102,-53.089,-10.772
Asia,Azerbaijan,AZE,Fish,2000,16,21,47.395,40.43
Africa,Mozambique,MOZ,Mammal,2000,49,83,37.923,-14.422
Europe,Bulgaria,BGR,Bird,2000,1,48,25,43
Asia,Pakistan,PAK,Shell,2000,2,25,70,30
Europe,Russia,RUS,Reptile,2000,35,1218,100,60
Americas,Brazil,BRA,Crustacean,2000,8,1102,-53.089,-10.772
Americas,Panama,PAN,Reptile,2000,8,70,-80.92,8.384
Europe,Finland,FIN,Fish,2000,2,214,26.272,64.504
Asia,Laos,LAO,Reptile,2000,64,149,102.471,19.905
Asia,Laos,LAO,Amphibian,2000,22,149,102.471,19.905
Americas,Venezuela,VEN,Insect,2000,5,34,-66.166,7.125
Africa,Cameroon,CMR,Shell,2000,5,383,12,6
Europe,Ireland,IRL,Mammal,2000,20,34,-8,53
Oceania,American Samoa,ASM,Fish,2000,1,1,-170.73,-14.318
Asia,Japan,JPN,Plant,2000,1,1159,138,36
Europe,Hungary,HUN,Mammal,2000,26,65,20,47
Oceania,Fiji,FJI,Reptile,2000,8,6266,177.974,-17.819
Americas,Jamaica,JAM,Shell,2000,6,67,-77.5,18.25
Americas,Jamaica,JAM,Crustacean,2000,1,67,-77.5,18.25
Americas,Jamaica,JAM,Other,2000,2,67,-77.5,18.25
Africa,South Africa,ZAF,Fish,2000,27,17413,23.121,-30.558
Asia,Pakistan,PAK,Bird,2000,2,25,70,30
Americas,U.S. Virgin Islands,VIR,Shell,2000,2,3,-64.785,17.741
Europe,Spain,ESP,Amphibian,2000,14,3183,-3.649,40.227
Americas,Canada,CAN,Annelid,2000,10,28047,-95,60
Europe,Norway,NOR,Other,2000,1,58,8.74,61.152
Asia,Malaysia,MYS,Bird,2000,16,1717,112.5,2.5
Oceania,Micronesia (Federated States of),FSM,Crustacean,2000,1,10,158.235,6.883
Africa,Uganda,UGA,Fish,2000,3,24,32,1
Asia,Japan,JPN,Spider,2000,2,1159,138,36
Asia,Israel,ISR,Fish,2000,38,96,34.75,31.5
Americas,Nicaragua,NIC,Coral,2000,1,600,-85,13
Asia,Indonesia,IDN,Spider,2000,14,19401,114.252,-0.976
Americas,Bolivia,BOL,Mammal,2000,4,48,-64.671,-16.715
Europe,Monaco,MCO,Shell,2000,2,9,7.412,43.75
Asia,Yemen,YEM,Other,2000,3,129,48,15
Oceania,Solomon Islands,SLB,Bird,2000,7,1883,159,-8
Africa,Sudan,SDN,Shell,2000,1,6,30,15
Asia,United Arab Emirates,ARE,Mammal,2000,1,39,54,24
Asia,India,IND,Amphibian,2000,6,911,79.619,22.881
Europe,Hungary,HUN,Bird,2000,24,65,20,47
Americas,Ecuador,ECU,Bird,2000,38,780,-78.497,-1.385
Americas,Ecuador,ECU,Mammal,2000,22,780,-78.497,-1.385
Africa,Congo - Brazzaville,COG,Amphibian,2000,11,109,15,-1
Africa,Congo - Brazzaville,COG,Other,2000,2,109,15,-1
Africa,Zimbabwe,ZWE,Fish,2000,22,6833,29.872,-19
Oceania,Solomon Islands,SLB,Plant,2000,4,1883,159,-8
Europe,Germany,DEU,Annelid,2000,5,1482,9,51
Americas,Honduras,HND,Insect,2000,6,336,-86.5,15
Asia,Turkmenistan,TKM,Fish,2000,1,14,59.384,39.122
Americas,Costa Rica,CRI,Shell,2000,2,970,-83.946,9.971
Europe,Slovakia,SVK,Spider,2000,23,42,19.5,48.6666666667
Europe,Ukraine,UKR,Reptile,2000,33,82,32,49
Europe,Ukraine,UKR,Spider,2000,2,82,32,49
Europe,Russia,RUS,Amphibian,2000,5,1218,100,60
Africa,Cameroon,CMR,Mammal,2000,250,383,12,6
Americas,Nicaragua,NIC,Spider,2000,21,600,-85,13
Africa,Togo,TGO,Other,2000,5,514,1.081,8.799
Americas,Colombia,COL,Mammal,2000,43,1467,-73.076,3.9
Asia,Sri Lanka,LKA,Coral,2000,5,2155,81,7
Asia,Sri Lanka,LKA,Echinoderms,2000,2,2155,81,7
Americas,Dominican Republic,DOM,Reptile,2000,2,418,-70.6666666667,19
Asia,Singapore,SGP,Coral,2000,2,1893,103.8,1.36666666667
Europe,Portugal,PRT,Other,2000,3,96,-8,39.5
Asia,Syria,SYR,Mammal,2000,1,9,38,35
Europe,Denmark,DNK,Amphibian,2000,4,178,10,56
Europe,Romania,ROU,Mammal,2000,13,44,25,46
Africa,South Africa,ZAF,Coral,2000,4,17413,23.121,-30.558
Americas,British Virgin Islands,VGB,Crustacean,2000,2,8,-64.39,18.483
Americas,British Virgin Islands,VGB,Fish,2000,2,8,-64.39,18.483
Africa,Congo - Brazzaville,COG,Crustacean,2000,2,109,15,-1
Africa,Egypt,EGY,Reptile,2000,185,265,30,27
Africa,Egypt,EGY,Amphibian,2000,22,265,30,27
Americas,Costa Rica,CRI,Other,2000,3,970,-83.946,9.971
Europe,Belgium,BEL,Reptile,2000,4,416,4.664,50.643
Europe,Spain,ESP,Crustacean,2000,6,3183,-3.649,40.227
Americas,Montserrat,MSR,Reptile,2000,3,3,-62.187,16.736
Europe,Poland,POL,Fish,2000,9,46,20,52
Americas,Nicaragua,NIC,Crustacean,2000,1,600,-85,13
Africa,Madagascar,MDG,Mammal,2000,49,741,47,-20
Africa,Madagascar,MDG,Bird,2000,8,741,47,-20
Africa,Côte d’Ivoire,CIV,Mammal,2000,6,18,-5.556,7.632
Asia,Yemen,YEM,Reptile,2000,2,129,48,15
Asia,Uzbekistan,UZB,Reptile,2000,13,16,63.17,41.75
Americas,St. Pierre & Miquelon,SPM,Shell,2000,1,1,-56.3333333333,46.8333333333
Africa,Gabon,GAB,Mammal,2000,3,4,11.797,-0.591
Oceania,Palau,PLW,Mammal,2000,5,252,134.5,7.5
Africa,Somalia,SOM,Mammal,2000,2,6,49,10
Africa,Somalia,SOM,Bird,2000,2,6,49,10
Africa,Somalia,SOM,Shell,2000,2,6,49,10
Europe,Portugal,PRT,Bird,2000,7,96,-8,39.5
Americas,Barbados,BRB,Insect,2000,1,6,-59.5333333333,13.1666666667
Africa,Guinea,GIN,Reptile,2000,8,19,-10,11
Africa,Guinea,GIN,Spider,2000,1,19,-10,11
Africa,Guinea,GIN,Amphibian,2000,5,19,-10,11
Europe,Czechia,CZE,Bird,2000,11,172,15.338,49.743
Americas,Panama,PAN,Crustacean,2000,1,70,-80.92,8.384
Asia,South Korea,KOR,Amphibian,2000,11,1202,128.103,36.504
Oceania,Tokelau,TKL,Mammal,2000,8,10,-171.853,-9.193
Americas,Cuba,CUB,Reptile,2000,5,30,-80,21.5
Europe,Denmark,DNK,Crustacean,2000,3,178,10,56
Americas,Suriname,SUR,Mammal,2000,10,323,-55.912,4.127
Asia,Israel,ISR,Reptile,2000,3,96,34.75,31.5
Americas,Costa Rica,CRI,Crustacean,2000,3,970,-83.946,9.971
Africa,Ghana,GHA,Crustacean,2000,3,504,-1.207,7.96
Americas,U.S. Virgin Islands,VIR,Mammal,2000,1,3,-64.785,17.741
Europe,Belarus,BLR,Shell,2000,1,5,28.047,53.54
Europe,Austria,AUT,Spider,2000,1,527,13.3333333333,47.3333333333
Europe,Austria,AUT,Other,2000,1,527,13.3333333333,47.3333333333
Africa,Ghana,GHA,Bird,2000,4,504,-1.207,7.96
Africa,Sierra Leone,SLE,Fish,2000,3,8,-11.5,8.5
Africa,Sierra Leone,SLE,Other,2000,1,8,-11.5,8.5
Africa,Sierra Leone,SLE,Crustacean,2000,1,8,-11.5,8.5
Americas,Ecuador,ECU,Shell,2000,5,780,-78.497,-1.385
Africa,Seychelles,SYC,Fish,2000,1,2,55.474,-4.647
Americas,Nicaragua,NIC,Mammal,2000,20,600,-85,13
Africa,Egypt,EGY,Insect,2000,3,265,30,27
Africa,Burkina Faso,BFA,Bird,2000,17,61,-1.74,12.278
Europe,Sweden,SWE,Bird,2000,50,132,15,62
Americas,Panama,PAN,Coral,2000,2,70,-80.92,8.384
Americas,Jamaica,JAM,Insect,2000,2,67,-77.5,18.25
Asia,Cambodia,KHM,Fish,2000,2,101,105,13
Americas,Nicaragua,NIC,Other,2000,1,600,-85,13
Oceania,Marshall Islands,MHL,Echinoderms,2000,2,343,168,9
Asia,India,IND,Insect,2000,15,911,79.619,22.881
Africa,Congo - Kinshasa,COD,Insect,2000,1,37,25,0.0166666666667
Africa,Equatorial Guinea,GNQ,Reptile,2000,5,8,10,2
Africa,Equatorial Guinea,GNQ,Amphibian,2000,3,8,10,2
Americas,Venezuela,VEN,Fish,2000,6,34,-66.166,7.125
Asia,Singapore,SGP,Insect,2000,8,1893,103.8,1.36666666667
Africa,Malawi,MWI,Insect,2000,1,19,34,-13.5
Europe,Belgium,BEL,Coral,2000,3,416,4.664,50.643
Europe,Spain,ESP,Other,2000,4,3183,-3.649,40.227
Asia,Laos,LAO,Insect,2000,3,149,102.471,19.905
Asia,Cambodia,KHM,Mammal,2000,9,101,105,13
Asia,Mongolia,MNG,Bird,2000,22,180,105,46
Asia,Syria,SYR,Reptile,2000,2,9,38,35
Europe,Russia,RUS,Crustacean,2000,1,1218,100,60
Africa,Kenya,KEN,Spider,2000,1,321,37.858,0.53
Oceania,Kiribati,KIR,Shell,2000,2,209,173,1.41666666667
Africa,Niger,NER,Bird,2000,2,5,9.398,17.426
Asia,United Arab Emirates,ARE,Bird,2000,6,39,54,24
Africa,Comoros,COM,Reptile,2000,9,10,44.25,-12.1666666667
Americas,Aruba,ABW,Crustacean,2000,6,11,-69.9666666667,12.5
Africa,South Africa,ZAF,Spider,2000,1,17413,23.121,-30.558
Africa,Togo,TGO,Coral,2000,22,514,1.081,8.799
Americas,Grenada,GRD,Reptile,2000,2,4,-61.678,12.118
Africa,Côte d’Ivoire,CIV,Reptile,2000,5,18,-5.556,7.632
Oceania,Norfolk Island,NFK,Amphibian,2000,1,11,167.95,-29.0333333333
Oceania,Norfolk Island,NFK,Reptile,2000,8,11,167.95,-29.0333333333
Oceania,Norfolk Island,NFK,Spider,2000,1,11,167.95,-29.0333333333
Africa,Réunion,REU,Mammal,2000,5,16,55.6,-21.1
Asia,Bangladesh,BGD,Crustacean,2000,19,71,90,24
Asia,Bangladesh,BGD,Fish,2000,44,71,90,24
Europe,Denmark,DNK,Reptile,2000,12,178,10,56
Europe,Hungary,HUN,Spider,2000,1,65,20,47
Asia,Taiwan,TWN,Echinoderms,2000,4,1873,120.946,23.754
Europe,Faroe Islands,FRO,Fish,2000,2,2,-7,62
Africa,Egypt,EGY,Coral,2000,2,265,30,27
Americas,Belize,BLZ,Bird,2000,3,200,-88.602,17.219
Oceania,Solomon Islands,SLB,Mammal,2000,2,1883,159,-8
Africa,South Africa,ZAF,Crustacean,2000,3,17413,23.121,-30.558
Americas,Chile,CHL,Crustacean,2000,2,127,-71,-30
Americas,Haiti,HTI,Insect,2000,1,1118,-72.4166666667,19
Europe,Vatican City,VAT,Reptile,2000,7,17,12.45,41.9
Europe,Vatican City,VAT,Amphibian,2000,4,17,12.45,41.9
Africa,Togo,TGO,Bird,2000,6,514,1.081,8.799
Oceania,Cook Islands,COK,Reptile,2000,4,57,-159.766666667,-21.2333333333
Asia,Brunei,BRN,Reptile,2000,13,24,114.666666667,4.5
Asia,Brunei,BRN,Spider,2000,2,24,114.666666667,4.5
Americas,Jamaica,JAM,Reptile,2000,2,67,-77.5,18.25
Africa,Burkina Faso,BFA,Mammal,2000,37,61,-1.74,12.278
Asia,Iran,IRN,Mammal,2000,2,22,53,32
Americas,Cayman Islands,CYM,Reptile,2000,3,9,-81.198,19.314
Europe,Lithuania,LTU,Insect,2000,1,16,24,56
Europe,Greece,GRC,Shell,2000,4,624,22,39
Asia,United Arab Emirates,ARE,Shell,2000,5,39,54,24
Africa,Central African Republic,CAF,Mammal,2000,112,136,21,7
Europe,Switzerland,CHE,Amphibian,2000,5,6063,7.908,46.861
Asia,Kuwait,KWT,Bird,2000,1,5,47.376,29.476
Europe,Croatia,HRV,Coral,2000,1,26,15.5,45.1666666667
Asia,Armenia,ARM,Mammal,2000,9,17,45,40
Europe,Slovenia,SVN,Reptile,2000,4,5,14.8166666667,46.1166666667
Asia,Thailand,THA,Echinoderms,2000,3,7317,100.844,15.7
Africa,Egypt,EGY,Fish,2000,3,265,30,27
Europe,Poland,POL,Insect,2000,11,46,20,52
Africa,Mali,MLI,Shell,2000,2,23,-4,17
Europe,Slovakia,SVK,Reptile,2000,2,42,19.5,48.6666666667
Africa,Madagascar,MDG,Spider,2000,2,741,47,-20
Africa,Chad,TCD,Reptile,2000,5,13,19,15
Africa,Cape Verde,CPV,Bird,2000,1,1,-24,16
Asia,Nepal,NPL,Insect,2000,1,34,83.939,28.253
Europe,Denmark,DNK,Spider,2000,5,178,10,56
Europe,Finland,FIN,Reptile,2000,5,214,26.272,64.504
Europe,Norway,NOR,Bird,2000,7,58,8.74,61.152
Oceania,Solomon Islands,SLB,Crustacean,2000,1,1883,159,-8
Americas,Dominican Republic,DOM,Insect,2000,1,418,-70.6666666667,19
Americas,El Salvador,SLV,Shell,2000,1,251,-88.866,13.736
Americas,Cuba,CUB,Coral,2000,2,30,-80,21.5
Americas,Bolivia,BOL,Insect,2000,2,48,-64.671,-16.715
Europe,Poland,POL,Bird,2000,1,46,20,52
Europe,United Kingdom,GBR,Spider,2000,5,3104,-2,54
Africa,Egypt,EGY,Spider,2000,10,265,30,27
Asia,Bahrain,BHR,Shell,2000,2,5,50.55,26
Europe,Norway,NOR,Mammal,2000,43,58,8.74,61.152
Americas,Colombia,COL,Insect,2000,2,1467,-73.076,3.9
Asia,Israel,ISR,Crustacean,2000,4,96,34.75,31.5
Asia,Pakistan,PAK,Crustacean,2000,1,25,70,30
Africa,St. Helena,SHN,Fish,2000,1,1,-5.71,-15.953
Asia,China,CHN,Coral,2000,5,3370,105,35
Asia,Taiwan,TWN,Insect,2000,3,1873,120.946,23.754
Asia,Israel,ISR,Insect,2000,2,96,34.75,31.5
Europe,Ukraine,UKR,Amphibian,2000,3,82,32,49
Americas,Belize,BLZ,Mammal,2000,1,200,-88.602,17.219
Europe,Iceland,ISL,Bird,2000,14,23,-18,65
Asia,Bangladesh,BGD,Mammal,2000,3,71,90,24
Asia,Bangladesh,BGD,Coral,2000,2,71,90,24
Asia,China,CHN,Other,2000,8,3370,105,35
Asia,Brunei,BRN,Mammal,2000,9,24,114.666666667,4.5
Africa,Zimbabwe,ZWE,Coral,2000,4,6833,29.872,-19
Europe,Switzerland,CHE,Other,2000,4,6063,7.908,46.861
Asia,Uzbekistan,UZB,Fish,2000,3,16,63.17,41.75
Africa,Réunion,REU,Reptile,2000,7,16,55.6,-21.1
Africa,Réunion,REU,Fish,2000,2,16,55.6,-21.1
Africa,Réunion,REU,Shell,2000,2,16,55.6,-21.1
Americas,Turks & Caicos Islands,TCA,Other,2000,1,178,-71.95,21.902
Americas,Guatemala,GTM,Spider,2000,1,134,-90.25,15.5
Africa,Tunisia,TUN,Bird,2000,1,4,9,34
Africa,Côte d’Ivoire,CIV,Bird,2000,2,18,-5.556,7.632
Americas,Puerto Rico,PRI,Fish,2000,1,2,-66.5,18.25
Europe,Albania,ALB,Mammal,2000,1,1,20,41
Americas,Brazil,BRA,Coral,2000,1,1102,-53.089,-10.772
Asia,Lebanon,LBN,Mammal,2000,3,6,35.8333333333,33.8333333333
Africa,Egypt,EGY,Other,2000,2,265,30,27
Europe,Netherlands,NLD,Coral,2000,6,597,5.389,52.077
Europe,Iceland,ISL,Fish,2000,4,23,-18,65
Americas,Argentina,ARG,Amphibian,2000,4,575,-65.167,-35.377
Europe,Austria,AUT,Crustacean,2000,2,527,13.3333333333,47.3333333333
Europe,Norway,NOR,Shell,2000,3,58,8.74,61.152
Asia,Sri Lanka,LKA,Reptile,2000,1,2155,81,7
