continent,country_name,iso3c,taxa,year,n_by_country_taxa,n_by_country,centroid_lon,centroid_lat
Americas,Costa Rica,CRI,Other,2006,9,1402,-83.946,9.971
Americas,Guadeloupe,GLP,Shell,2006,1,6,-61.441,16.286
Europe,United Kingdom,GBR,Annelid,2006,9,5711,-2,54
Oceania,Australia,AUS,Bird,2006,164,1974,133,-27
Asia,Yemen,YEM,Mammal,2006,5,44,48,15
Americas,Argentina,ARG,Spider,2006,2,1888,-65.167,-35.377
Africa,Algeria,DZA,Reptile,2006,1,1,2.632,28.163
Asia,China,CHN,Plant,2006,5,13147,105,35
Americas,St. Vincent & Grenadines,VCT,Echinoderms,2006,1,30,-61.194,13.248
Asia,Philippines,PHL,Plant,2006,9,38998,122,13
Europe,Sweden,SWE,Other,2006,17,815,15,62
Africa,Kenya,KEN,Coral,2006,6,2537,37.858,0.53
Americas,Nicaragua,NIC,Spider,2006,1,517,-85,13
Americas,Haiti,HTI,Mammal,2006,1,1839,-72.4166666667,19
Europe,Denmark,DNK,Bird,2006,37,210,10,56
Africa,Côte d’Ivoire,CIV,Reptile,2006,3,53,-5.556,7.632
Asia,Laos,LAO,Reptile,2006,49,179,102.471,19.905
Oceania,French Polynesia,PYF,Bird,2006,1,81,-140,-15
Europe,Liechtenstein,LIE,Reptile,2006,8,8,9.555,47.153
Africa,Malawi,MWI,Mammal,2006,3,83,34,-13.5
Africa,Malawi,MWI,Shell,2006,1,83,34,-13.5
Europe,Romania,ROU,Shell,2006,8,29,25,46
Europe,Bulgaria,BGR,Fish,2006,14,29,25,43
Americas,Costa Rica,CRI,Mammal,2006,52,1402,-83.946,9.971
Asia,Turkey,TUR,Amphibian,2006,1,590,35.179,39.061
Asia,India,IND,Insect,2006,5,2706,79.619,22.881
Europe,Moldova,MDA,Amphibian,2006,1,10,29,47
Americas,Peru,PER,Bird,2006,102,1444,-75.552,-9.326
Africa,Chad,TCD,Insect,2006,1,1,19,15
Americas,Mexico,MEX,Other,2006,50,13115,-102,23
Americas,Venezuela,VEN,Shell,2006,4,180,-66.166,7.125
Asia,Laos,LAO,Spider,2006,5,179,102.471,19.905
Europe,France,FRA,Echinoderms,2006,12,7111,2,46
Asia,Israel,ISR,Bird,2006,2,194,34.75,31.5
Americas,Chile,CHL,Shell,2006,8,84,-71,-30
Europe,Switzerland,CHE,Amphibian,2006,3,14812,7.908,46.861
Asia,Jordan,JOR,Reptile,2006,21,82,36,31
Asia,Vietnam,VNM,Insect,2006,11,3835,105.314,21.491
Europe,Slovakia,SVK,Insect,2006,6,75,19.5,48.6666666667
Europe,Slovakia,SVK,Spider,2006,50,75,19.5,48.6666666667
Africa,Senegal,SEN,Bird,2006,2,18,-14.881,15.013
Europe,Italy,ITA,Echinoderms,2006,6,26450,10.44,44.931
Americas,Turks & Caicos Islands,TCA,Coral,2006,4,205,-71.95,21.902
Americas,Panama,PAN,Echinoderms,2006,1,543,-80.92,8.384
Americas,Bahamas,BHS,Fish,2006,58,271,-76,24.25
Americas,United States,USA,Reptile,2006,8,420,-97,38
Asia,India,IND,Coral,2006,25,2706,79.619,22.881
Africa,Zambia,ZMB,Bird,2006,5,1334,30,-15
Asia,Sri Lanka,LKA,Echinoderms,2006,6,3658,81,7
Americas,Ecuador,ECU,Bird,2006,41,973,-78.497,-1.385
Africa,Mali,MLI,Fish,2006,5,38,-4,17
Asia,Syria,SYR,Reptile,2006,4,30,38,35
Asia,Turkey,TUR,Insect,2006,2,590,35.179,39.061
Africa,Senegal,SEN,Reptile,2006,15,18,-14.881,15.013
Oceania,Kiribati,KIR,Bird,2006,2,287,173,1.41666666667
Europe,Hungary,HUN,Fish,2006,1,63,20,47
Oceania,Australia,AUS,Amphibian,2006,29,1974,133,-27
Asia,Saudi Arabia,SAU,Bird,2006,11,159,44.585,24.023
Europe,Switzerland,CHE,Annelid,2006,2,14812,7.908,46.861
Europe,Switzerland,CHE,Other,2006,5,14812,7.908,46.861
Americas,Guyana,GUY,Insect,2006,5,1023,-59,5
Asia,Saudi Arabia,SAU,Other,2006,6,159,44.585,24.023
Europe,Denmark,DNK,Other,2006,2,210,10,56
Americas,Trinidad & Tobago,TTO,Reptile,2006,39,587,-61,11
Africa,Morocco,MAR,Fish,2006,3,24,-5,32
Asia,Japan,JPN,Echinoderms,2006,2,1510,138,36
Americas,Uruguay,URY,Bird,2006,49,126,-56.012,-32.8
Africa,Ghana,GHA,Shell,2006,7,611,-1.207,7.96
Africa,Angola,AGO,Crustacean,2006,2,28,18.5,-12.5
Africa,Angola,AGO,Fish,2006,9,28,18.5,-12.5
Africa,Angola,AGO,Shell,2006,1,28,18.5,-12.5
Americas,Guatemala,GTM,Fish,2006,22,456,-90.25,15.5
Americas,Guatemala,GTM,Other,2006,10,456,-90.25,15.5
Oceania,Palau,PLW,Mammal,2006,1,107,134.5,7.5
Africa,Central African Republic,CAF,Fish,2006,1,245,21,7
Americas,Falkland Islands,FLK,Bird,2006,5,6,-58.694,-51.665
Americas,Falkland Islands,FLK,Mammal,2006,1,6,-58.694,-51.665
Americas,Colombia,COL,Coral,2006,2,1716,-73.076,3.9
Europe,Denmark,DNK,Shell,2006,19,210,10,56
Americas,Colombia,COL,Mammal,2006,19,1716,-73.076,3.9
Europe,United Kingdom,GBR,Spider,2006,11,5711,-2,54
Asia,Turkey,TUR,Crustacean,2006,1,590,35.179,39.061
Americas,Ecuador,ECU,Mammal,2006,17,973,-78.497,-1.385
Americas,Haiti,HTI,Bird,2006,1,1839,-72.4166666667,19
Europe,Greece,GRC,Fish,2006,2,975,22,39
Europe,Greece,GRC,Crustacean,2006,2,975,22,39
Europe,Poland,POL,Bird,2006,5,69,20,52
Africa,Mali,MLI,Shell,2006,6,38,-4,17
Asia,Mongolia,MNG,Fish,2006,1,276,105,46
Asia,Mongolia,MNG,Crustacean,2006,1,276,105,46
Asia,Mongolia,MNG,Shell,2006,23,276,105,46
Asia,Philippines,PHL,Annelid,2006,18,38998,122,13
Americas,Peru,PER,Amphibian,2006,19,1444,-75.552,-9.326
Europe,Italy,ITA,Other,2006,13,26450,10.44,44.931
Americas,Belize,BLZ,Mammal,2006,2,387,-88.602,17.219
Africa,Kenya,KEN,Echinoderms,2006,1,2537,37.858,0.53
Asia,Kuwait,KWT,Fish,2006,1,50,47.376,29.476
Americas,St. Pierre & Miquelon,SPM,Shell,2006,3,3,-56.3333333333,46.8333333333
Americas,Barbados,BRB,Shell,2006,8,80,-59.5333333333,13.1666666667
Asia,Saudi Arabia,SAU,Mammal,2006,26,159,44.585,24.023
Oceania,Micronesia (Federated States of),FSM,Coral,2006,5,45,158.235,6.883
Americas,St. Vincent & Grenadines,VCT,Shell,2006,10,30,-61.194,13.248
Asia,United Arab Emirates,ARE,Coral,2006,2,113,54,24
Africa,Swaziland,SWZ,Mammal,2006,13,25,31.5,-26.5
Americas,St. Vincent & Grenadines,VCT,Reptile,2006,7,30,-61.194,13.248
Americas,Guyana,GUY,Bird,2006,84,1023,-59,5
Africa,Congo - Brazzaville,COG,Mammal,2006,85,169,15,-1
Europe,Portugal,PRT,Coral,2006,3,382,-8,39.5
Asia,Tajikistan,TJK,Insect,2006,1,40,69.42,38.665
Oceania,Australia,AUS,Spider,2006,9,1974,133,-27
Americas,Canada,CAN,Annelid,2006,75,58472,-95,60
Americas,Bolivia,BOL,Bird,2006,9,59,-64.671,-16.715
Americas,Brazil,BRA,Crustacean,2006,12,993,-53.089,-10.772
Africa,South Africa,ZAF,Amphibian,2006,3,29808,23.121,-30.558
Americas,Jamaica,JAM,Fish,2006,3,39,-77.5,18.25
Europe,Spain,ESP,Annelid,2006,1,3660,-3.649,40.227
Americas,St. Vincent & Grenadines,VCT,Bird,2006,3,30,-61.194,13.248
Africa,Côte d’Ivoire,CIV,Shell,2006,8,53,-5.556,7.632
Africa,Côte d’Ivoire,CIV,Bird,2006,3,53,-5.556,7.632
Americas,Suriname,SUR,Spider,2006,1,1133,-55.912,4.127
Americas,Cayman Islands,CYM,Bird,2006,1,72,-81.198,19.314
Asia,India,IND,Amphibian,2006,3,2706,79.619,22.881
Americas,Trinidad & Tobago,TTO,Coral,2006,2,587,-61,11
Americas,Trinidad & Tobago,TTO,Shell,2006,6,587,-61,11
Americas,Anguilla,AIA,Bird,2006,2,3,-63.032,18.237
Americas,Nicaragua,NIC,Coral,2006,1,517,-85,13
Europe,Czechia,CZE,Insect,2006,8,167,15.338,49.743
Africa,Egypt,EGY,Reptile,2006,259,368,30,27
Africa,Egypt,EGY,Amphibian,2006,46,368,30,27
Europe,Czechia,CZE,Reptile,2006,29,167,15.338,49.743
Americas,Haiti,HTI,Echinoderms,2006,6,1839,-72.4166666667,19
Africa,Cameroon,CMR,Amphibian,2006,7,583,12,6
Europe,Netherlands,NLD,Bird,2006,23,398,5.389,52.077
Africa,Morocco,MAR,Crustacean,2006,1,24,-5,32
Americas,Ecuador,ECU,Shell,2006,8,973,-78.497,-1.385
Africa,Comoros,COM,Reptile,2006,4,5,44.25,-12.1666666667
Americas,Jamaica,JAM,Bird,2006,4,39,-77.5,18.25
Americas,Bermuda,BMU,Shell,2006,6,18,-64.75,32.3333333333
Asia,Turkey,TUR,Other,2006,1,590,35.179,39.061
Americas,Chile,CHL,Coral,2006,2,84,-71,-30
Asia,Turkey,TUR,Coral,2006,2,590,35.179,39.061
Americas,Jamaica,JAM,Echinoderms,2006,1,39,-77.5,18.25
Americas,Jamaica,JAM,Shell,2006,4,39,-77.5,18.25
Americas,Honduras,HND,Insect,2006,1,180,-86.5,15
Americas,Bolivia,BOL,Spider,2006,1,59,-64.671,-16.715
Americas,Grenada,GRD,Reptile,2006,4,17,-61.678,12.118
Africa,Nigeria,NGA,Other,2006,4,698,8,10
Asia,Iran,IRN,Mammal,2006,2,22,53,32
Europe,Poland,POL,Fish,2006,7,69,20,52
Americas,Barbados,BRB,Crustacean,2006,4,80,-59.5333333333,13.1666666667
Americas,Antigua & Barbuda,ATG,Reptile,2006,1,4,-61.8,17.05
Asia,Indonesia,IDN,Spider,2006,3,48619,114.252,-0.976
Asia,Philippines,PHL,Spider,2006,10,38998,122,13
Africa,Egypt,EGY,Other,2006,6,368,30,27
Oceania,Fiji,FJI,Echinoderms,2006,8,6797,177.974,-17.819
Oceania,Fiji,FJI,Crustacean,2006,15,6797,177.974,-17.819
Europe,Norway,NOR,Fish,2006,9,39,8.74,61.152
Asia,Cyprus,CYP,Coral,2006,1,2,33,35
Americas,Guatemala,GTM,Bird,2006,99,456,-90.25,15.5
Asia,Malaysia,MYS,Crustacean,2006,19,1612,112.5,2.5
Europe,Bulgaria,BGR,Shell,2006,2,29,25,43
Asia,Iraq,IRQ,Insect,2006,5,8,44,33
Asia,Lebanon,LBN,Reptile,2006,8,30,35.8333333333,33.8333333333
Americas,Bermuda,BMU,Echinoderms,2006,1,18,-64.75,32.3333333333
Europe,Macedonia,MKD,Reptile,2006,2,62,21.698,41.6
Americas,St. Kitts & Nevis,KNA,Bird,2006,5,80,-62.75,17.3333333333
Americas,St. Kitts & Nevis,KNA,Reptile,2006,2,80,-62.75,17.3333333333
Oceania,French Polynesia,PYF,Coral,2006,2,81,-140,-15
Asia,Uzbekistan,UZB,Reptile,2006,23,38,63.17,41.75
Americas,Anguilla,AIA,Shell,2006,1,3,-63.032,18.237
Africa,Nigeria,NGA,Bird,2006,6,698,8,10
Europe,Macedonia,MKD,Bird,2006,2,62,21.698,41.6
Oceania,Tonga,TON,Echinoderms,2006,6,7508,-175,-20
Asia,Macau SAR China,MAC,Bird,2006,37,371,113.55,22.1666666667
Europe,Andorra,AND,Shell,2006,6,7,1.5,42.5
Europe,Andorra,AND,Coral,2006,1,7,1.5,42.5
Americas,Barbados,BRB,Coral,2006,6,80,-59.5333333333,13.1666666667
Americas,Bolivia,BOL,Insect,2006,1,59,-64.671,-16.715
Europe,Slovenia,SVN,Insect,2006,2,23,14.8166666667,46.1166666667
Americas,Bahamas,BHS,Crustacean,2006,1,271,-76,24.25
Europe,Hungary,HUN,Insect,2006,5,63,20,47
Asia,Mongolia,MNG,Bird,2006,85,276,105,46
Europe,Moldova,MDA,Mammal,2006,9,10,29,47
Europe,Ukraine,UKR,Shell,2006,3,87,32,49
Asia,Iraq,IRQ,Other,2006,2,8,44,33
Africa,Rwanda,RWA,Mammal,2006,19,19,30,-2
Europe,Italy,ITA,Spider,2006,2,26450,10.44,44.931
Africa,Gabon,GAB,Mammal,2006,7,30,11.797,-0.591
Africa,Senegal,SEN,Mammal,2006,1,18,-14.881,15.013
Europe,Croatia,HRV,Coral,2006,4,26,15.5,45.1666666667
Asia,Armenia,ARM,Reptile,2006,7,10,45,40
Americas,Honduras,HND,Fish,2006,1,180,-86.5,15
Africa,Zimbabwe,ZWE,Shell,2006,3,5052,29.872,-19
Americas,Venezuela,VEN,Mammal,2006,35,180,-66.166,7.125
Europe,Monaco,MCO,Mammal,2006,1,7,7.412,43.75
Americas,Argentina,ARG,Amphibian,2006,8,1888,-65.167,-35.377
Asia,Bangladesh,BGD,Shell,2006,2,73,90,24
Oceania,Papua New Guinea,PNG,Crustacean,2006,1,90,143.459,-5.949
Oceania,Christmas Island,CXR,Fish,2006,1,2,105.704,-10.444
Americas,Greenland,GRL,Mammal,2006,1,2,-40,72
Europe,Ukraine,UKR,Fish,2006,4,87,32,49
Africa,Central African Republic,CAF,Shell,2006,1,245,21,7
Americas,U.S. Virgin Islands,VIR,Reptile,2006,1,29,-64.785,17.741
Africa,Madagascar,MDG,Insect,2006,14,633,47,-20
Africa,Egypt,EGY,Mammal,2006,9,368,30,27
Africa,Sierra Leone,SLE,Reptile,2006,1,16,-11.5,8.5
Europe,Italy,ITA,Crustacean,2006,6,26450,10.44,44.931
Asia,Mongolia,MNG,Reptile,2006,1,276,105,46
Africa,Niger,NER,Spider,2006,6,51,9.398,17.426
Americas,Trinidad & Tobago,TTO,Mammal,2006,3,587,-61,11
Africa,Sudan,SDN,Reptile,2006,2,3,30,15
Americas,United States,USA,Mammal,2006,174,420,-97,38
Americas,Bolivia,BOL,Mammal,2006,6,59,-64.671,-16.715
Asia,Malaysia,MYS,Plant,2006,1,1612,112.5,2.5
Europe,Austria,AUT,Crustacean,2006,2,591,13.3333333333,47.3333333333
Europe,Russia,RUS,Bird,2006,173,621,100,60
Asia,Hong Kong SAR China,HKG,Plant,2006,1,35260,114.129,22.423
Europe,Belarus,BLR,Fish,2006,2,6,28.047,53.54
Americas,Venezuela,VEN,Fish,2006,26,180,-66.166,7.125
Europe,Czechia,CZE,Amphibian,2006,4,167,15.338,49.743
Europe,Slovenia,SVN,Amphibian,2006,3,23,14.8166666667,46.1166666667
Asia,Lebanon,LBN,Mammal,2006,21,30,35.8333333333,33.8333333333
Americas,Argentina,ARG,Shell,2006,10,1888,-65.167,-35.377
Americas,Aruba,ABW,Reptile,2006,3,22,-69.9666666667,12.5
Asia,Israel,ISR,Other,2006,3,194,34.75,31.5
Americas,Trinidad & Tobago,TTO,Bird,2006,4,587,-61,11
Americas,Panama,PAN,Mammal,2006,10,543,-80.92,8.384
Asia,Uzbekistan,UZB,Amphibian,2006,1,38,63.17,41.75
Africa,Mali,MLI,Other,2006,1,38,-4,17
Europe,Spain,ESP,Insect,2006,32,3660,-3.649,40.227
Oceania,Pitcairn Islands,PCN,Shell,2006,20,20,-128.316,-24.366
Africa,Angola,AGO,Bird,2006,2,28,18.5,-12.5
Asia,Azerbaijan,AZE,Amphibian,2006,2,33,47.395,40.43
Asia,Azerbaijan,AZE,Reptile,2006,4,33,47.395,40.43
Asia,Azerbaijan,AZE,Mammal,2006,19,33,47.395,40.43
Europe,Ukraine,UKR,Annelid,2006,10,87,32,49
Oceania,Marshall Islands,MHL,Reptile,2006,2,687,168,9
Europe,Belgium,BEL,Reptile,2006,14,430,4.664,50.643
Europe,Ukraine,UKR,Reptile,2006,13,87,32,49
Europe,Ukraine,UKR,Amphibian,2006,6,87,32,49
Asia,Laos,LAO,Fish,2006,2,179,102.471,19.905
Oceania,Tonga,TON,Mammal,2006,1,7508,-175,-20
Europe,Malta,MLT,Fish,2006,1,2,14.5833333333,35.8333333333
Americas,St. Vincent & Grenadines,VCT,Mammal,2006,8,30,-61.194,13.248
Africa,Egypt,EGY,Spider,2006,18,368,30,27
Africa,South Africa,ZAF,Coral,2006,2,29808,23.121,-30.558
Americas,Belize,BLZ,Reptile,2006,2,387,-88.602,17.219
Americas,Bermuda,BMU,Coral,2006,1,18,-64.75,32.3333333333
Asia,Turkey,TUR,Fish,2006,7,590,35.179,39.061
Africa,Madagascar,MDG,Bird,2006,16,633,47,-20
Asia,Jordan,JOR,Coral,2006,1,82,36,31
Americas,Costa Rica,CRI,Coral,2006,7,1402,-83.946,9.971
Africa,Benin,BEN,Amphibian,2006,1,147,2.25,9.5
Asia,Saudi Arabia,SAU,Shell,2006,1,159,44.585,24.023
Americas,Grenada,GRD,Shell,2006,10,17,-61.678,12.118
Oceania,Australia,AUS,Annelid,2006,2,1974,133,-27
Europe,Spain,ESP,Amphibian,2006,2,3660,-3.649,40.227
Asia,Kuwait,KWT,Bird,2006,29,50,47.376,29.476
Asia,Kuwait,KWT,Reptile,2006,13,50,47.376,29.476
Asia,Kuwait,KWT,Plant,2006,1,50,47.376,29.476
Asia,Kuwait,KWT,Insect,2006,1,50,47.376,29.476
Americas,Guyana,GUY,Other,2006,1,1023,-59,5
Americas,Uruguay,URY,Reptile,2006,22,126,-56.012,-32.8
Africa,Angola,AGO,Reptile,2006,1,28,18.5,-12.5
Europe,Ukraine,UKR,Spider,2006,3,87,32,49
Africa,Burkina Faso,BFA,Shell,2006,1,32,-1.74,12.278
Europe,Monaco,MCO,Reptile,2006,6,7,7.412,43.75
Oceania,Norfolk Island,NFK,Mammal,2006,1,2,167.95,-29.0333333333
Africa,Guinea,GIN,Shell,2006,2,56,-10,11
Africa,Burundi,BDI,Mammal,2006,1,16,30,-3.5
Americas,Suriname,SUR,Plant,2006,1,1133,-55.912,4.127
Americas,Aruba,ABW,Mammal,2006,1,22,-69.9666666667,12.5
Europe,Germany,DEU,Echinoderms,2006,1,3097,9,51
Americas,Jamaica,JAM,Crustacean,2006,1,39,-77.5,18.25
Europe,Ireland,IRL,Insect,2006,2,30,-8,53
Asia,Syria,SYR,Fish,2006,2,30,38,35
Asia,Syria,SYR,Shell,2006,24,30,38,35
Africa,Morocco,MAR,Bird,2006,4,24,-5,32
Americas,Turks & Caicos Islands,TCA,Fish,2006,1,205,-71.95,21.902
Americas,United States,USA,Crustacean,2006,2,420,-97,38
Americas,Bermuda,BMU,Mammal,2006,4,18,-64.75,32.3333333333
Asia,Georgia,GEO,Bird,2006,3,25,43.518,42.176
Oceania,Tonga,TON,Reptile,2006,7,7508,-175,-20
Europe,Sweden,SWE,Reptile,2006,14,815,15,62
Americas,Guadeloupe,GLP,Insect,2006,1,6,-61.441,16.286
Oceania,Wallis & Futuna,WLF,Coral,2006,2,10,-176.2,-13.3
Oceania,Wallis & Futuna,WLF,Fish,2006,4,10,-176.2,-13.3
Oceania,Wallis & Futuna,WLF,Other,2006,1,10,-176.2,-13.3
Oceania,Wallis & Futuna,WLF,Crustacean,2006,1,10,-176.2,-13.3
Oceania,Wallis & Futuna,WLF,Shell,2006,1,10,-176.2,-13.3
Europe,Austria,AUT,Coral,2006,4,591,13.3333333333,47.3333333333
Europe,Belarus,BLR,Mammal,2006,4,6,28.047,53.54
Europe,Lithuania,LTU,Shell,2006,1,8,24,56
Europe,Lithuania,LTU,Bird,2006,2,8,24,56
Americas,Haiti,HTI,Insect,2006,3,1839,-72.4166666667,19
Europe,Slovenia,SVN,Mammal,2006,1,23,14.8166666667,46.1166666667
Americas,Trinidad & Tobago,TTO,Crustacean,2006,1,587,-61,11
Africa,Sudan,SDN,Bird,2006,1,3,30,15
Africa,Gambia,GMB,Fish,2006,3,11,-15.386,13.453
Africa,Gambia,GMB,Crustacean,2006,1,11,-15.386,13.453
Americas,Bahamas,BHS,Echinoderms,2006,2,271,-76,24.25
Europe,Greece,GRC,Bird,2006,73,975,22,39
Americas,Grenada,GRD,Mammal,2006,3,17,-61.678,12.118
Asia,Laos,LAO,Other,2006,2,179,102.471,19.905
Americas,Suriname,SUR,Mammal,2006,2,1133,-55.912,4.127
Americas,British Virgin Islands,VGB,Coral,2006,1,85,-64.39,18.483
Europe,United Kingdom,GBR,Plant,2006,6,5711,-2,54
Americas,Venezuela,VEN,Amphibian,2006,17,180,-66.166,7.125
Americas,Venezuela,VEN,Insect,2006,2,180,-66.166,7.125
Americas,Venezuela,VEN,Spider,2006,1,180,-66.166,7.125
Europe,Czechia,CZE,Shell,2006,2,167,15.338,49.743
Africa,Comoros,COM,Shell,2006,1,5,44.25,-12.1666666667
Oceania,New Zealand,NZL,Crustacean,2006,5,3481,174,-41
Asia,Iran,IRN,Bird,2006,1,22,53,32
Africa,Uganda,UGA,Insect,2006,66,81,32,1
Europe,Finland,FIN,Fish,2006,2,187,26.272,64.504
Americas,Mexico,MEX,Plant,2006,2,13115,-102,23
Americas,Belize,BLZ,Amphibian,2006,1,387,-88.602,17.219
Asia,Japan,JPN,Amphibian,2006,17,1510,138,36
Africa,Uganda,UGA,Shell,2006,1,81,32,1
Africa,Uganda,UGA,Reptile,2006,5,81,32,1
Europe,Switzerland,CHE,Spider,2006,1,14812,7.908,46.861
Americas,Dominica,DMA,Mammal,2006,1,3,-61.3333333333,15.4166666667
Europe,Russia,RUS,Reptile,2006,10,621,100,60
Africa,Mauritius,MUS,Shell,2006,1,52,57.583,-20.255
Africa,Congo - Kinshasa,COD,Amphibian,2006,5,236,25,0.0166666666667
Africa,Swaziland,SWZ,Shell,2006,11,25,31.5,-26.5
Asia,Kazakhstan,KAZ,Mammal,2006,1,9,67.301,48.16
Europe,France,FRA,Plant,2006,4,7111,2,46
Africa,Uganda,UGA,Mammal,2006,9,81,32,1
Americas,Cuba,CUB,Bird,2006,2,4,-80,21.5
Americas,British Virgin Islands,VGB,Fish,2006,2,85,-64.39,18.483
Europe,Greece,GRC,Insect,2006,3,975,22,39
Europe,Norway,NOR,Shell,2006,1,39,8.74,61.152
Africa,Mozambique,MOZ,Insect,2006,1,66,37.923,-14.422
Africa,Mozambique,MOZ,Spider,2006,2,66,37.923,-14.422
Africa,Benin,BEN,Mammal,2006,11,147,2.25,9.5
Europe,Austria,AUT,Shell,2006,2,591,13.3333333333,47.3333333333
Americas,British Virgin Islands,VGB,Mammal,2006,2,85,-64.39,18.483
Oceania,Solomon Islands,SLB,Spider,2006,1,3869,159,-8
Africa,Nigeria,NGA,Coral,2006,2,698,8,10
Europe,Denmark,DNK,Reptile,2006,4,210,10,56
Africa,Ethiopia,ETH,Shell,2006,3,162,39.616,8.626
Americas,Bermuda,BMU,Bird,2006,1,18,-64.75,32.3333333333
Asia,Kuwait,KWT,Spider,2006,1,50,47.376,29.476
Asia,Pakistan,PAK,Bird,2006,2,60,70,30
Europe,Belgium,BEL,Coral,2006,7,430,4.664,50.643
Europe,Slovakia,SVK,Mammal,2006,1,75,19.5,48.6666666667
Americas,Colombia,COL,Amphibian,2006,1,1716,-73.076,3.9
Africa,Egypt,EGY,Bird,2006,2,368,30,27
Asia,Oman,OMN,Mammal,2006,1,1,57,21
Africa,Congo - Brazzaville,COG,Fish,2006,59,169,15,-1
Europe,Ireland,IRL,Bird,2006,1,30,-8,53
Americas,Paraguay,PRY,Shell,2006,5,15,-58,-23
Asia,Brunei,BRN,Shell,2006,10,10,114.666666667,4.5
Africa,St. Helena,SHN,Shell,2006,5,9,-5.71,-15.953
Africa,St. Helena,SHN,Coral,2006,4,9,-5.71,-15.953
Africa,Ethiopia,ETH,Reptile,2006,5,162,39.616,8.626
Asia,Kazakhstan,KAZ,Bird,2006,3,9,67.301,48.16
Europe,Portugal,PRT,Insect,2006,2,382,-8,39.5
Americas,St. Lucia,LCA,Bird,2006,1,2,-60.969,13.898
Africa,Gabon,GAB,Fish,2006,22,30,11.797,-0.591
Africa,Madagascar,MDG,Fish,2006,7,633,47,-20
Europe,Sweden,SWE,Coral,2006,1,815,15,62
Oceania,Palau,PLW,Insect,2006,1,107,134.5,7.5
Americas,Peru,PER,Other,2006,9,1444,-75.552,-9.326
Americas,Cayman Islands,CYM,Echinoderms,2006,1,72,-81.198,19.314
Americas,Cayman Islands,CYM,Insect,2006,1,72,-81.198,19.314
Americas,Costa Rica,CRI,Amphibian,2006,3,1402,-83.946,9.971
Asia,Kuwait,KWT,Shell,2006,3,50,47.376,29.476
Asia,Bangladesh,BGD,Bird,2006,1,73,90,24
Americas,Bermuda,BMU,Reptile,2006,3,18,-64.75,32.3333333333
Americas,Panama,PAN,Crustacean,2006,1,543,-80.92,8.384
Asia,Israel,ISR,Coral,2006,6,194,34.75,31.5
Africa,Mozambique,MOZ,Fish,2006,2,66,37.923,-14.422
Europe,Finland,FIN,Crustacean,2006,1,187,26.272,64.504
Asia,Laos,LAO,Insect,2006,1,179,102.471,19.905
Europe,Finland,FIN,Insect,2006,1,187,26.272,64.504
Asia,Bahrain,BHR,Bird,2006,1,2,50.55,26
Africa,Ghana,GHA,Insect,2006,1,611,-1.207,7.96
Americas,Panama,PAN,Coral,2006,2,543,-80.92,8.384
Americas,Trinidad & Tobago,TTO,Amphibian,2006,7,587,-61,11
Americas,Dominican Republic,DOM,Spider,2006,1,368,-70.6666666667,19
Oceania,Fiji,FJI,Mammal,2006,1,6797,177.974,-17.819
Europe,Norway,NOR,Reptile,2006,2,39,8.74,61.152
Asia,Uzbekistan,UZB,Bird,2006,4,38,63.17,41.75
Americas,Jamaica,JAM,Reptile,2006,13,39,-77.5,18.25
Americas,Jamaica,JAM,Mammal,2006,10,39,-77.5,18.25
Europe,Sweden,SWE,Annelid,2006,1,815,15,62
Africa,Malawi,MWI,Bird,2006,22,83,34,-13.5
Americas,Belize,BLZ,Bird,2006,1,387,-88.602,17.219
Africa,Ghana,GHA,Crustacean,2006,2,611,-1.207,7.96
Oceania,New Zealand,NZL,Reptile,2006,6,3481,174,-41
Oceania,Australia,AUS,Echinoderms,2006,1,1974,133,-27
Americas,Chile,CHL,Fish,2006,1,84,-71,-30
Europe,Ukraine,UKR,Bird,2006,1,87,32,49
Americas,Guadeloupe,GLP,Mammal,2006,1,6,-61.441,16.286
Africa,Tanzania,TZA,Crustacean,2006,2,6407,35,-6
Asia,Azerbaijan,AZE,Other,2006,1,33,47.395,40.43
Europe,Portugal,PRT,Bird,2006,2,382,-8,39.5
Americas,Venezuela,VEN,Plant,2006,1,180,-66.166,7.125
Asia,Israel,ISR,Plant,2006,1,194,34.75,31.5
Oceania,Christmas Island,CXR,Mammal,2006,1,2,105.704,-10.444
Americas,Brazil,BRA,Coral,2006,1,993,-53.089,-10.772
Americas,United States,USA,Amphibian,2006,24,420,-97,38
Americas,Peru,PER,Echinoderms,2006,1,1444,-75.552,-9.326
Americas,Peru,PER,Coral,2006,4,1444,-75.552,-9.326
Oceania,Papua New Guinea,PNG,Amphibian,2006,16,90,143.459,-5.949
Europe,Greece,GRC,Coral,2006,3,975,22,39
Oceania,Fiji,FJI,Reptile,2006,2,6797,177.974,-17.819
Americas,Cuba,CUB,Reptile,2006,2,4,-80,21.5
Africa,Congo - Kinshasa,COD,Crustacean,2006,4,236,25,0.0166666666667
Africa,Botswana,BWA,Fish,2006,1,776,23.815,-22.182
Europe,Bosnia & Herzegovina,BIH,Insect,2006,1,1,17.786,44.169
Oceania,New Caledonia,NCL,Mammal,2006,1,11,165.5,-21.5
Asia,Thailand,THA,Echinoderms,2006,2,12978,100.844,15.7
Europe,Denmark,DNK,Amphibian,2006,5,210,10,56
Americas,Nicaragua,NIC,Insect,2006,2,517,-85,13
Africa,Ghana,GHA,Coral,2006,4,611,-1.207,7.96
