SPEC_CODE,C,O,F,Genus,Species,Subspecies,Common.Specific.1,Common.General.1,Taxa
LUMA,M,CA,MS,LUTRA,NILOTICA, ,LUTRA,MACULICOLLIS,MAMMAL
LUMA,M,CA,MS,LUTRA,CHOBIENSIS, ,LUTRA,MACULICOLLIS,MAMMAL
LUMA,M,CA,MS,LUTRA,GRAYII, ,LUTRA,MACULICOLLIS,MAMMAL
LUMA,M,CA,MS,LUTRA,KIVUANA, ,LUTRA,MACULICOLLIS,MAMMAL
LUMA,M,CA,MS,LUTRA,MACULICOLLIS, ,SPOT-NECKED,OTTER,MAMMAL
LUPE,M,CA,MS,LUTROGALE,PERSPICILLATA, ,SMOOTH INDIAN,OTTER,MAMMAL
LUPE,M,CA,MS,LUTROGALE,SIMUNG, ,LUTROGALE,PERSPICILLATA,MAMMAL
LUPE,M,CA,MS,LUTROGALE,SINDICA, ,LUTROGALE,PERSPICILLATA,MAMMAL
LUPE,M,CA,MS,LUTROGALE,TARAYENSIS, ,LUTROGALE,PERSPICILLATA,MAMMAL
LUPE,M,CA,MS,LUTRA,PERSPICILLATA, ,LUTROGALE,PERSPICILLATA,MAMMAL
LUPE,M,CA,MS,LUTROGALE,ELLIOTI, ,LUTROGALE,PERSPICILLATA,MAMMAL
LUPE,M,CA,MS,LUTROGALE,MACRODUS, ,LUTROGALE,PERSPICILLATA,MAMMAL
LUSU,M,CA,MS,LUTRA,LOVII, ,LUTRA,SUMATRANA,MAMMAL
LUSU,M,CA,MS,LUTRA,SUMATRANA, ,HAIRY-NOSED,OTTER,MAMMAL
LUT?,M,CA,MS,LUTRA,SPECIES, ,RIVER,OTTER,MAMMAL
LUT?,M,CA,MS,BARANGIA,SPECIES, ,LUTRA,SPECIES,MAMMAL
LUT?,M,CA,MS,HYDRICTIS,SPECIES, ,LUTRA,SPECIES,MAMMAL
LUT?,M,CA,MS,LUTRONECTES,SPECIES, ,LUTRA,SPECIES,MAMMAL
LUTC,M,CA,MS,LONTRA,VANCOUVERENSIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,YUKONENSIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LUTRA,CANADENSIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,SONORA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,TEXENSIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,VAGA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,PERICLYZOMAE, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,PREBLEI, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,RHOADSI, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,OPTIVA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,PACIFICA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,PARANENSIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,MIRA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,MOLLIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,NEXA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,INTERIOR, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,KODIACENSIS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,LATAXINA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,DESTRUCTOR, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,EVEXA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,HUDSONICA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,CALIFORNICA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,CHIMO, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,DEGENER, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,AMERICANA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,ATTERIMA, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,BREVIPILOSUS, ,LONTRA,CANADENSIS,MAMMAL
LUTC,M,CA,MS,LONTRA,CANADENSIS, ,N. AMERICAN RIVER,OTTER,MAMMAL
LUTF,M,CA,MS,LONTRA,FELINA, ,MARINE,OTTER,MAMMAL
LUTF,M,CA,MS,LONTRA,PERUENSIS, ,LONTRA,FELINA,MAMMAL
LUTF,M,CA,MS,LONTRA,PERUVIENSIS, ,LONTRA,FELINA,MAMMAL
LUTF,M,CA,MS,LUTRA,FELINA, ,LONTRA,FELINA,MAMMAL
LUTF,M,CA,MS,LONTRA,BRACHYDACTYLA, ,LONTRA,FELINA,MAMMAL
LUTF,M,CA,MS,LONTRA,CHILENSIS, ,LONTRA,FELINA,MAMMAL
LUTF,M,CA,MS,LONTRA,CINEREA, ,LONTRA,FELINA,MAMMAL
LUTP,M,CA,MS,LONTRA,PROVOCAX, ,SOUTHERN RIVER,OTTER,MAMMAL
LUTP,M,CA,MS,LONTRA,HUIDOBRIA, ,LONTRA,PROVOCAX,MAMMAL
LUTP,M,CA,MS,LUTRA,PROVOCAX, ,LONTRA,PROVOCAX,MAMMAL
LYN?,M,CA,FE,LYNX,SPECIES, , ,LYNX,MAMMAL
LYN?,M,CA,FE,LYNCHUS,SPECIES, ,LYNX,SPECIES,MAMMAL
LYN?,M,CA,FE,LYNCUS,SPECIES, ,LYNX,SPECIES,MAMMAL
LYN?,M,CA,FE,PARDINA,SPECIES, ,LYNX,SPECIES,MAMMAL
LYN?,M,CA,FE,CERVARIA,SPECIES, ,LYNX,SPECIES,MAMMAL
LYN?,M,CA,FE,EUCERVARIA,SPECIES, ,LYNX,SPECIES,MAMMAL
LYN?,M,CA,FE,LYNCEUS,SPECIES, ,LYNX,SPECIES,MAMMAL
LYNC,M,CA,FE,FELIS,CANADENSIS, ,LYNX,CANADENSIS,MAMMAL
LYNC,M,CA,FE,LYNX,MOLLIPILOSUS, ,LYNX,CANADENSIS,MAMMAL
LYNC,M,CA,FE,LYNX,SUBSOLANUS, ,LYNX,CANADENSIS,MAMMAL
LYNC,M,CA,FE,LYNX,LYNX,CANADENSIS,LYNX,CANADENSIS,MAMMAL
LYNC,M,CA,FE,LYNX,CANADENSIS, ,NORTH AMERICAN,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,LYNX, ,EURASIAN,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,WRANGELI, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,VULGARIS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,VULPINUS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,WARDI, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,ORIENTALIS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,STROGANOVI, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,TIBETANUS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,LYNCULA, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,MARTINOI, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,NEGLECTUS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,KAMENSIS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,KOZLOVI, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,LUPULINUS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,CERVARIA, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,DINNIKI, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,ISABELLINA, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,FELIS,LYNX, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,BOREALIS, ,LYNX,LYNX,MAMMAL
LYNL,M,CA,FE,LYNX,CARPATHICUS, ,LYNX,LYNX,MAMMAL
LYNP,M,CA,FE,LYNX,PARDINUS, ,SPANISH,LYNX,MAMMAL
LYNP,M,CA,FE,FELIS,LYNX,PARDINA,LYNX,PARDINUS,MAMMAL
LYNP,M,CA,FE,FELIS,PARDINA, ,LYNX,PARDINUS,MAMMAL
LYNP,M,CA,FE,LYNX,PARDELLA, ,LYNX,PARDINUS,MAMMAL
LYNP,M,CA,FE,LYNX,LYNX,PARDINUS,LYNX,PARDINUS,MAMMAL
LYNR,M,CA,FE,LYNX,UINTA, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,PENINSULARIS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,SUPERIORENSIS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,TEXENSIS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,OAXACENSIS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,RUFUS, , ,BOBCAT,MAMMAL
LYNR,M,CA,FE,LYNX,OCULEUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,GIGAS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,MACULATA, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,MONTANUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,EREMICUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,FASCIATUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,FLORIDANUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,FELIS,RUFUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,BAILEYI, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,CALIFORNICUS, ,LYNX,RUFUS,MAMMAL
LYNR,M,CA,FE,LYNX,PALLESCENS, ,LYNX,RUFUS,MAMMAL
LYPI,M,CA,CN,LYCAON,PICTUS, ,AFRICAN WILD,DOG,MAMMAL
LYPI,M,CA,CN,LYCAON,ZEDLITZI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,ZULUENSIS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,VENATICA, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,WINDHORNI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,WINTGENSI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,TAKANUS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,TRICOLOR, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,TYPICUS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,STIERLINGI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,STYXI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,TABORAE, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,RUWANAE, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,SHARICUS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,SSONGEAE, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,PRAGERI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,RICHTERI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,RUPPELLI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,LUPINUS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,MANGUENSIS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,MISCHLICHI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,LALANDEI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,LANGHELDI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,LUCHSINGERI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,KONDOAE, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,KREBSI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,LADEMANNI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,GOBABIS, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,HENNIGI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,HUEBNERI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,EBERMAIERI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,FUCHSI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,GANSSERI, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,HYAENA,PICTA, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,CACONDAE, ,LYCAON,PICTUS,MAMMAL
LYPI,M,CA,CN,LYCAON,DIESENERI, ,LYCAON,PICTUS,MAMMAL
M000,M,XX,XX,UNKNOWN,CITES MAMMAL, , ,MAMMAL,MAMMAL
MA##,M, , ,MAMMALIA,,,,ALL MAMMALS,MAMMAL
MAAA,M,CA,MS,MARTES,AMERICANA,ATRATA,AMERICAN PINE,MARTEN,MAMMAL
MAAM,M,AR,CR,MAZAMA,AMERICANA,CERASINA,RED BROCKET,DEER,MAMMAL
MAAM,M,AR,CR,MAZAMA,CERASINA, ,MAZAMA,AMERICANA,MAMMAL
MAAN,M,RO,MU,MASTOMYS,ANGOLENSIS, ,MULTIMAMMATE,RAT,MAMMAL
MAAS,M,PR,CC,MACACA,ASSAMENSIS, ,ASSAMESE,MACAQUE,MAMMAL
MAAS,M,PR,CC,MACACA,RHESOSIMILIS, ,MACACA,ASSAMENSIS,MAMMAL
MAAS,M,PR,CC,MACACA,COOLIDGEI, ,MACACA,ASSAMENSIS,MAMMAL
MAAS,M,PR,CC,MACACA,PELOPS, ,MACACA,ASSAMENSIS,MAMMAL
MAAS,M,PR,CC,MACACA,PROBLEMATICUS, ,MACACA,ASSAMENSIS,MAMMAL
MAC#,M,DI,MA,MACROPODIDAE, , , ,KANGAROOS,MAMMAL
MAC?,M,PR,CC,MACACA,SPECIES, , ,MACAQUE,MAMMAL
MAC?,M,PR,CC,VELULUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,ZATI,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,SALMACIS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,SILENUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,SILVANUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,NEMESTRINUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,PITHES,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,RHESUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,LYSSODES,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,MAGOTUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,MAGUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,CYNOPITHECUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,GYMNOPYGA,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,INUUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,AULAXINUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,CYNAMOLGUS,SPECIES, ,MACACA,SPECIES,MAMMAL
MAC?,M,PR,CC,CYNOMACACA,SPECIES, ,MACACA,SPECIES,MAMMAL
MACA,M,PR,CC,MACACA,SPENOCA, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,URSINUS, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,MELLI, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,PULLUS, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,RUFESCENS, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,BRUNNEUS, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,HARMANDI, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,MELANOTUS, ,MACACA,ARCTOIDES,MAMMAL
MACA,M,PR,CC,MACACA,ARCTOIDES, ,STUMP-TAILED,MACAQUE,MAMMAL
MACC,M,PR,CC,MACACA,CYCLOPIS, ,FORMOSAN ROCK,MACAQUE,MAMMAL
MACC,M,PR,CC,MACACA,AFFINIS, ,MACACA,CYCLOPIS,MAMMAL
MACF,M,DI,MA,MACROPUS,FULIGINOSUS, ,WESTERN GRAY,KANGAROO,MAMMAL
MACG,M,DI,MA,MACROPUS,GIGANTEUS, ,EASTERN GRAY,KANGAROO,MAMMAL
MACR,M,DI,MA,MACROPUS,RUFUS, ,RED,KANGAROO,MAMMAL
MACR,M,DI,MA,MACROPUS,RUBER, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MEGALEIA,RUFUS, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MACROPUS,OCCIDENTALIS, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MACROPUS,PALLIDUS, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MACROPUS,PICTUS, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MACROPUS,DISSIMULATUS, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MACROPUS,GRISEOLANOSUS, ,MACROPUS,RUFUS,MAMMAL
MACR,M,DI,MA,MACROPUS,LANIGERUS, ,MACROPUS,RUFUS,MAMMAL
MACS,M,PR,CC,MACACA,LONGICAUDATA, ,MACACA,SINICA,MAMMAL
MACS,M,PR,CC,MACACA,OPISTHOMELAS, ,MACACA,SINICA,MAMMAL
MACS,M,PR,CC,MACACA,PILEATUS, ,MACACA,SINICA,MAMMAL
MACS,M,PR,CC,MACACA,AUDEBERTI, ,MACACA,SINICA,MAMMAL
MACS,M,PR,CC,MACACA,AURIFRONS, ,MACACA,SINICA,MAMMAL
MACS,M,PR,CC,MACACA,INAUREUS, ,MACACA,SINICA,MAMMAL
MACS,M,PR,CC,MACACA,SINICA, ,TOQUE,MACAQUE,MAMMAL
MAER,M,RO,MU,MASTOMYS,ERYTHROLEUCUS, ,MULTIMAMMATE,RAT,MAMMAL
MAEU,M,DI,MA,MACROPUS,EUGENII, ,TAMMAR,WALLABY,MAMMAL
MAEU,M,DI,MA,WALLABIA,EUGENII, ,MACROPUS,EUGENII,MAMMAL
MAFC,M,CA,MS,MARTES,FLAVIGULA,CHRYSOSPILA,FORMOSAN YLLW-THRO,MARTEN,MAMMAL
MAFC,M,CA,MS,MARTES,CHRYSOSPILA, ,MARTES,FLAVIGULA,MAMMAL
MAFI,M,CA,MS,MARTES,INTERMEDIA, ,MARTES,FOINA,MAMMAL
MAFI,M,CA,MS,MARTES,FOINA,INTERMEDIA,BEECH,MARTEN,MAMMAL
MAFL,M,CA,MS,MARTES,FLAVIGULA, ,YELLOW-THROATED,MARTEN,MAMMAL
MAFL,M,CA,MS,MARTES,QUADRICOLOR, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,TYPICA, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,YUENSHANENSIS, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,MELINA, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,MELLI, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,PENINSULARIS, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,LASIOTIS, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,LEUCOCEPHALUS, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,LEUCOTIS, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,HARDWICKEI, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,HENRICII, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,INDOCHINENSIS, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,ATERRIMA, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,CHRYSOGASTER, ,MARTES,FLAVIGULA,MAMMAL
MAFL,M,CA,MS,MARTES,GUADRICOLOR, ,MARTES,FLAVIGULA,MAMMAL
MAGT,M,DI,MA,MACROPUS,GIGANTEUS,TASMANIENSIS,TASMANIAN FORESTER,KANGAROO,MAMMAL
MAGU,M,AR,BO,MADOQUA,GUENTHERI, ,GUENTHER'S,DIK-DIK,MAMMAL
MAGW,M,CA,MS,MARTES,GWATKINSII,,NILGIRI,MARTEN,MAMMAL
MAGW,M,CA,MS,MARTES,FLAVIGULA,GWATKINSII,MARTES,GWATKINSII,MAMMAL
MAHI,M,RO,MU,MASTOMYS,HILDEBRANDTII, ,MULTIMAMMATE,RAT,MAMMAL
MAKI,M,AR,BO,MADOQUA,KIRKII, ,KIRK'S,DIK-DIK,MAMMAL
MALA,M,PM,PE,MACROTIS,LAGOTIS, ,RABBIT,BANDICOOT,MAMMAL
MALA,M,PM,PE,MACROTIS,NIGRIPES, ,MACROTIS,LAGOTIS,MAMMAL
MALA,M,PM,PE,MACROTIS,SAGITTA, ,MACROTIS,LAGOTIS,MAMMAL
MALA,M,PM,PE,PERAMELES,LAGOTIS, ,MACROTIS,LAGOTIS,MAMMAL
MALA,M,PM,PE,MACROTIS,CAMBRICA, ,MACROTIS,LAGOTIS,MAMMAL
MALA,M,PM,PE,MACROTIS,GRANDIS, ,MACROTIS,LAGOTIS,MAMMAL
MALA,M,PM,PE,MACROTIS,INTERJECTA, ,MACROTIS,LAGOTIS,MAMMAL
MALE,M,PM,PE,MACROTIS,LEUCURA, ,LESSER RABBIT,BANDICOOT,MAMMAL
MALE,M,PM,PE,MACROTIS,MINOR, ,MACROTIS,LEUCURA,MAMMAL
MALE,M,PM,PE,MACROTIS,MISELIUS, ,MACROTIS,LEUCURA,MAMMAL
MAME,M,DD,DI,MARMOSA,MEXICANA, ,MOUSE,OPOSSUM,MAMMAL
MAMP,M,PB,EL,MAMMUTHUS,PRIMIGENIUS,,WOOLLY,MAMMOTH,MAMMAL
MAMR,M,PR,CC,MACACA,MAURA, ,S.W. CELEBES,MACAQUE,MAMMAL
MAMR,M,PR,CC,MACACA,INORNATUS, ,MACACA,MAURA,MAMMAL
MAMR,M,PR,CC,MACACA,MAJUSCULA, ,MACACA,MAURA,MAMMAL
MAMR,M,PR,CC,GYMNOPYGA,MAURA, ,MACACA,MAURA,MAMMAL
MAMR,M,PR,CC,MACACA,BRACHYURUS, ,MACACA,MAURA,MAMMAL
MAMR,M,PR,CC,MACACA,HYPOMELAS, ,MACACA,MAURA,MAMMAL
MAN#,M,PH,MN,MANIDAE, , , ,PANGOLINS,MAMMAL
MAN?,M,PH,MN,MANIS,SPECIES, , ,PANGOLIN,MAMMAL
MAN?,M,PH,MN,UROMANIS,SPECIES, ,MANIS,SPECIES,MAMMAL
MAN?,M,PH,MN,PARAMANIS,SPECIES, ,MANIS,SPECIES,MAMMAL
MAN?,M,PH,MN,PHATAGINUS,SPECIES, ,MANIS,SPECIES,MAMMAL
MAN?,M,PH,MN,SMUTSIA,SPECIES, ,MANIS,SPECIES,MAMMAL
MANC,M,PH,MN,MANIS,CRASSICAUDATA, ,INDIAN,PANGOLIN,MAMMAL
MANG,M,PH,MN,MANIS,GIGANTEA, ,GIANT,PANGOLIN,MAMMAL
MANJ,M,PH,MN,MANIS,JAVANICA, ,MALAYAN,PANGOLIN,MAMMAL
MANJ,M,PH,MN,MANIS,CULIONENSIS, ,MANIS,JAVANICA,MAMMAL
MANL,M,PH,MN,MANIS,LONGICAUDATA, ,MANIS,TETRADACTYLA,MAMMAL
MANL,M,PH,MN,MANIS,TETRADACTYLA, ,LONG-TAILED,PANGOLIN,MAMMAL
MANP,M,PH,MN,MANIS,PENTADACTYLA, ,CHINESE,PANGOLIN,MAMMAL
MANP,M,PH,MN,MANIS,AURITA, ,MANIS,PENTADACTYLA,MAMMAL
MANS,M,PH,MN,MANIS,TRIDENTATA, ,MANIS,TRICUSPIS,MAMMAL
MANS,M,PH,MN,MANIS,TRICUSPIS, ,AFRICAN TREE,PANGOLIN,MAMMAL
MANT,M,PH,MN,MANIS,TEMMINCKII, ,TEMMINCK'S GROUND,PANGOLIN,MAMMAL
MAOC,M,PR,CC,MACACA,OCHREATA, ,BOOTED,MACAQUE,MAMMAL
MAOC,M,PR,CC,MACACA,BRUNNESCENS, ,MACACA,OCHREATA,MAMMAL
MAOC,M,PR,CC,MACACA,FUSCO-ATER, ,MACACA,OCHREATA,MAMMAL
MAPA,M,DI,MA,MACROPUS,PARMA, ,PARMA,WALLABY,MAMMAL
MAPR,M,MC,MC,MACROSCELIDES,PROBOSCIDEUS, ,ELEPHANT,SHREW,MAMMAL
MAR?,M,RO,SC,MARMOTA,SPECIES, , ,MARMOT,MAMMAL
MARA,M,CA,MS,MARTES,AMERICANA, ,AMERICAN PINE,MARTEN,MAMMAL
MARB,M,RO,SC,MARMOTA,BOBAK,,BOBAC,MARMOT,MAMMAL
MARC,M,RO,SC,MARMOTA,CAUDATA, ,LONG-TAILED,MARMOT,MAMMAL
MARC,M,RO,SC,MARMOTA,LITTLEDALEI, ,MARMOTA,CAUDATA,MAMMAL
MARC,M,RO,SC,MARMOTA,STIRLINGI, ,MARMOTA,CAUDATA,MAMMAL
MARC,M,RO,SC,MARMOTA,AUREA, ,MARMOTA,CAUDATA,MAMMAL
MARC,M,RO,SC,MARMOTA,DICHROUS, ,MARMOTA,CAUDATA,MAMMAL
MARC,M,RO,SC,MARMOTA,FLAVINA, ,MARMOTA,CAUDATA,MAMMAL
MARH,M,RO,SC,MARMOTA,HIMALAYANA, ,HIMALAYAN,MARMOT,MAMMAL
MARH,M,RO,SC,MARMOTA,TATARICUS, ,MARMOTA,HIMALAYANA,MAMMAL
MARH,M,RO,SC,MARMOTA,TIBETANUS, ,MARMOTA,HIMALAYANA,MAMMAL
MARH,M,RO,SC,MARMOTA,HEMACHALANA, ,MARMOTA,HIMALAYANA,MAMMAL
MARH,M,RO,SC,MARMOTA,HODGSONI, ,MARMOTA,HIMALAYANA,MAMMAL
